Latitude,Longitude,Injury.Severity,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,State_Code,Year,Month,Day_Of_Week,Large_Jets,Small_Jets,Major_Injuries
041131N,0802448W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,PA,2015.0,1.0,Friday,Other,Other,0.0
424434N,0086628W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MI,2015.0,1.0,Saturday,Other,Other,0.0
345816N,0914953W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AR,2015.0,1.0,Saturday,Other,Other,0.0
035825N,0111409W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AZ,2015.0,1.0,Sunday,Other,Other,0.0
325453N,0855746W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,AL,2015.0,1.0,Monday,Other,Other,1.0
463612N,0112038W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,MT,2015.0,1.0,Tuesday,Other,Other,1.0
353132N,1154340W,Fatal,Textron,Unknown,Unknown,Personal,2.0,0.0,0.0,0.0,CA,2015.0,1.0,Wednesday,Other,Other,2.0
061114N,1495749W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,AK,2015.0,1.0,Wednesday,Other,Other,0.0
392649N,1014811W,Non-Fatal,Piper,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,KS,2015.0,1.0,Wednesday,Other,Other,0.0
304052N,0974045W,Non-Fatal,Maule,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2015.0,1.0,Friday,Other,Other,0.0
030373N,0812827W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,FL,2015.0,1.0,Sunday,Other,Other,0.0
401757N,1064017W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,CO,2015.0,1.0,Sunday,Other,Other,0.0
392352N,0119167W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,NV,2015.0,1.0,Sunday,Other,Other,2.0
361124N,1192226W,Non-Fatal,Flight Design Gmbh,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,CA,2015.0,1.0,Sunday,Other,Other,0.0
445917N,0903139W,Fatal,Textron,1.0,Reciprocating,Personal,1.0,1.0,1.0,0.0,WI,2015.0,1.0,Monday,Other,Other,2.0
205214N,1562659W,Non-Fatal,Cirrus,Unknown,Reciprocating,Positioning,0.0,0.0,0.0,1.0,PO,2015.0,1.0,Monday,Other,Other,0.0
021285N,1581844W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,2.0,HI,2015.0,1.0,Monday,Other,Other,2.0
040633N,1034547W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,CO,2015.0,1.0,Monday,Other,Other,2.0
034318N,1172754W,Non-Fatal,Diamond Aircraft Ind Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2015.0,1.0,Tuesday,Other,Other,0.0
393749N,0009318W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MO,2015.0,1.0,Wednesday,Other,Other,0.0
045467N,1224312W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WA,2015.0,1.0,Thursday,Other,Other,0.0
613141N,1494117W,Non-Fatal,Piper,1.0,Reciprocating,Public Aircraft - State,0.0,0.0,2.0,0.0,AK,2015.0,1.0,Saturday,Other,Other,0.0
304653N,0831634W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,GA,2015.0,2.0,Monday,Other,Other,0.0
333236N,0101508W,Fatal,Piper,1.0,Turbo Prop,Personal,1.0,0.0,0.0,0.0,TX,2015.0,2.0,Thursday,Other,Other,1.0
033512N,0971159W,Fatal,Textron,2.0,Turbo Prop,Personal,1.0,0.0,0.0,0.0,TX,2015.0,2.0,Thursday,Other,Other,1.0
322050N,1023212W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,TX,2015.0,2.0,Thursday,Other,Other,2.0
033291N,1013940W,Non-Fatal,Air Tractor Inc,1.0,Turbo Prop,Ferry,0.0,0.0,0.0,1.0,TX,2015.0,2.0,Thursday,Other,Other,0.0
393834N,1065457W,Non-Fatal,Gulfstream,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,7.0,CO,2015.0,2.0,Sunday,Other,Other,0.0
003959N,0076469W,Non-Fatal,American,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,MD,2015.0,2.0,Sunday,Other,Other,0.0
354342N,1182511W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,CA,2015.0,2.0,Monday,Other,Other,1.0
274856N,0802811W,Non-Fatal,Dehavilland,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,3.0,FL,2015.0,2.0,Monday,Other,Other,0.0
062323N,0145159W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2015.0,2.0,Monday,Other,Other,0.0
181318N,0663522W,Non-Fatal,Textron,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,PR,2015.0,2.0,Tuesday,Other,Other,0.0
029594N,0952029W,Non-Fatal,Embraer,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,55.0,TX,2015.0,2.0,Tuesday,Other,Other,1.0
003700N,0011800W,Non-Fatal,Textron,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,2.0,CA,2015.0,2.0,Tuesday,Other,Other,0.0
391136N,1194416W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NV,2015.0,2.0,Wednesday,Other,Other,0.0
361016N,0794834W,Fatal,Piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,NC,2015.0,2.0,Wednesday,Other,Other,1.0
253755N,0802850W,Fatal,Textron,2.0,Turbo Prop,Positioning,4.0,0.0,0.0,0.0,FL,2015.0,2.0,Wednesday,Other,Other,4.0
041215N,0081280W,Non-Fatal,Piper,Unknown,Reciprocating,Business,0.0,0.0,0.0,2.0,OH,2015.0,2.0,Thursday,Other,Other,0.0
041337N,1115816W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,UT,2015.0,2.0,Saturday,Other,Other,0.0
373630N,0099656W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,KS,2015.0,2.0,Saturday,Other,Other,1.0
035262N,0119328W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2015.0,2.0,Saturday,Other,Other,0.0
373937N,0122813W,Non-Fatal,Scottish Aviation,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2015.0,2.0,Sunday,Other,Other,0.0
471334N,1173717W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,WA,2015.0,2.0,Sunday,Other,Other,0.0
223632N,1535035W,Non-Fatal,Boeing,Unknown,Unknown,Unknown,0.0,4.0,1.0,245.0,PO,2015.0,2.0,Sunday,Other,Other,4.0
393412N,1045058W,Non-Fatal,Textron,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,CO,2015.0,2.0,Monday,Other,Other,0.0
414715N,0087458W,Non-Fatal,Piper,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,IL,2015.0,2.0,Monday,Other,Other,0.0
453710N,0121106W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,OR,2015.0,2.0,Monday,Other,Other,0.0
415818N,0087547W,Non-Fatal,Embraer,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,113.0,IL,2015.0,2.0,Wednesday,Other,Other,0.0
003820N,0843620W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,KY,2015.0,2.0,Thursday,Other,Other,0.0
033298N,1014846W,Non-Fatal,Piper,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,TX,2015.0,2.0,Friday,Other,Other,0.0
473928N,1172340W,Fatal,Piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,WA,2015.0,2.0,Sunday,Other,Other,1.0
341250N,0119527W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2015.0,2.0,Sunday,Other,Other,0.0
003800N,0009000W,Non-Fatal,Boeing,3.0,Turbo Fan,Unknown,0.0,0.0,1.0,3.0,MO,2015.0,2.0,Tuesday,Other,Other,0.0
039115N,0076402W,Non-Fatal,Textron,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,MD,2015.0,2.0,Tuesday,Other,Other,0.0
431536N,0833936W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MI,2015.0,2.0,Friday,Other,Other,0.0
255916N,0814016W,Non-Fatal,Bombardier,2.0,Turbo Fan,Executive/corporate,0.0,1.0,1.0,7.0,FL,2015.0,3.0,Sunday,Other,Other,1.0
283142N,0814316W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,FL,2015.0,3.0,Sunday,Other,Other,0.0
602154N,0146112W,Non-Fatal,Stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2015.0,3.0,Sunday,Other,Other,0.0
441514N,0012190W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OR,2015.0,3.0,Sunday,Other,Other,0.0
263113N,0801320W,Fatal,Colyaer Sl,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,FL,2015.0,3.0,Monday,Other,Other,2.0
039737N,0943557W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,MO,2015.0,3.0,Monday,Other,Other,1.0
365435N,0761144W,Fatal,Mooney,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VA,2015.0,3.0,Wednesday,Other,Other,3.0
035131N,0803643W,Non-Fatal,Textron,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,NC,2015.0,3.0,Wednesday,Other,Other,0.0
404642N,0735211W,Non-Fatal,Boeing,Unknown,Turbo Fan,Unknown,0.0,0.0,0.0,132.0,NY,2015.0,3.0,Thursday,Other,Other,0.0
034052N,0118274W,Non-Fatal,Ryan Aeronautical,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,CA,2015.0,3.0,Thursday,Other,Other,0.0
381139N,1214145W,Non-Fatal,Waco,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2015.0,3.0,Friday,Other,Other,0.0
355612N,0954859W,Non-Fatal,Funk,Unknown,Reciprocating,Personal,0.0,0.0,0.0,2.0,OK,2015.0,3.0,Friday,Other,Other,0.0
362216N,0821025W,Non-Fatal,Cub Crafter,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TN,2015.0,3.0,Saturday,Other,Other,0.0
037350N,0120230W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2015.0,3.0,Saturday,Other,Other,0.0
384358N,0894824W,Non-Fatal,Ercoupe,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,IL,2015.0,3.0,Saturday,Other,Other,0.0
033544N,0893336W,Fatal,Bellanca,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,MS,2015.0,3.0,Sunday,Other,Other,2.0
621042N,1501029W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2015.0,3.0,Sunday,Other,Other,0.0
033221N,1165453W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2015.0,3.0,Sunday,Other,Other,0.0
182733N,0066454W,Non-Fatal,Piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,PR,2015.0,3.0,Monday,Other,Other,0.0
037840N,1131816W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,UT,2015.0,3.0,Monday,Other,Other,0.0
263512N,0815148W,Fatal,Piper,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,FL,2015.0,3.0,Monday,Other,Other,1.0
042837N,0092835W,Non-Fatal,Aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IA,2015.0,3.0,Monday,Other,Other,0.0
311454N,0822343W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,GA,2015.0,3.0,Tuesday,Other,Other,0.0
431021N,0861342W,Non-Fatal,Textron,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,MI,2015.0,3.0,Tuesday,Other,Other,0.0
395913N,0095842W,Non-Fatal,Maule,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MO,2015.0,3.0,Tuesday,Other,Other,0.0
323859N,1143656W,Fatal,Bae Systems,1.0,Turbo Jet,Public Aircraft,0.0,0.0,0.0,2.0,AZ,2015.0,3.0,Wednesday,Other,Other,0.0
038638N,0924050W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,MO,2015.0,3.0,Wednesday,Other,Other,2.0
273955N,0822710W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2015.0,3.0,Thursday,Other,Other,0.0
412445N,0078309W,Non-Fatal,Boeing,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,PA,2015.0,3.0,Thursday,Other,Other,0.0
424228N,1105631W,Non-Fatal,Aviat,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WY,2015.0,3.0,Friday,Other,Other,0.0
415912N,0875352W,Non-Fatal,Bombardier,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,41.0,IL,2015.0,3.0,Saturday,Other,Other,0.0
032305N,0084812W,Fatal,Kolb,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,GA,2015.0,3.0,Sunday,Other,Other,1.0
003300N,0008400W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,GA,2015.0,3.0,Sunday,Other,Other,1.0
039437N,0764941W,Non-Fatal,Mooney Aircraft Corp.,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MD,2015.0,3.0,Monday,Other,Other,0.0
334533N,0871126W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WI,2015.0,3.0,Monday,Other,Other,0.0
040219N,1051347W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CO,2015.0,3.0,Monday,Other,Other,0.0
384751N,0076419W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,MD,2015.0,3.0,Monday,Other,Other,1.0
395647N,0865537W,Non-Fatal,Textron,1.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,IN,2015.0,3.0,Tuesday,Other,Other,0.0
303643N,0812740W,Non-Fatal,Lanshe Aerospace,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,FL,2015.0,3.0,Wednesday,Other,Other,0.0
401944N,0823132W,Non-Fatal,Flight Design,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OH,2015.0,3.0,Wednesday,Other,Other,0.0
361018N,0794818W,Non-Fatal,American Champion Aircraft,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NC,2015.0,3.0,Wednesday,Other,Other,0.0
315633N,0102127W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,TX,2015.0,3.0,Thursday,Other,Other,1.0
383229N,0076157W,Non-Fatal,Costruzioni Aeronautiche Tecna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MD,2015.0,3.0,Thursday,Other,Other,0.0
004092N,0122158W,Non-Fatal,Piper,2.0,Reciprocating,Personal,0.0,3.0,1.0,0.0,CA,2015.0,3.0,Thursday,Other,Other,3.0
283946N,0815257W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,FL,2015.0,3.0,Friday,Other,Other,0.0
037936N,0932547W,Non-Fatal,Embraer,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,53.0,MO,2015.0,3.0,Friday,Other,Other,0.0
353226N,0784451W,Non-Fatal,Diamond Aircraft Ind Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NC,2015.0,3.0,Friday,Other,Other,0.0
037530N,1133534W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,UT,2015.0,3.0,Saturday,Other,Other,0.0
034621N,0842654W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,GA,2015.0,3.0,Saturday,Other,Other,0.0
035825N,0111409W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AZ,2015.0,3.0,Sunday,Other,Other,0.0
284923N,0821822W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,FL,2015.0,3.0,Monday,Other,Other,1.0
341234N,0119432W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,CA,2015.0,3.0,Monday,Other,Other,0.0
004300N,0008300W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,MI,2015.0,3.0,Tuesday,Other,Other,1.0
354215N,0793015W,Non-Fatal,Bellanca,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,NC,2015.0,3.0,Tuesday,Other,Other,0.0
462654N,1111352W,Fatal,Piper,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,MT,2015.0,3.0,Thursday,Other,Other,1.0
032137N,0981052W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,TX,2015.0,3.0,Friday,Other,Other,0.0
046435N,0942234W,Fatal,Piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,MN,2015.0,3.0,Saturday,Other,Other,2.0
041243N,0815612W,Non-Fatal,Cub Crafters,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,OH,2015.0,3.0,Saturday,Other,Other,0.0
335015N,0964858W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,TX,2015.0,3.0,Sunday,Other,Other,2.0
039592N,0753529W,Fatal,Piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,PA,2015.0,3.0,Sunday,Other,Other,2.0
032648N,1105621W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,AZ,2015.0,3.0,Monday,Other,Other,0.0
381213N,0944425W,Fatal,Aircraft Mfg & Dvlpmt Co,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,KS,2015.0,3.0,Tuesday,Other,Other,2.0
043648N,0089320W,Non-Fatal,Lancair Company,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WI,2015.0,4.0,Wednesday,Other,Other,0.0
613548N,0149517W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2015.0,4.0,Wednesday,Other,Other,0.0
381423N,1223442W,Fatal,Quicksilver Enterprises Inc,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,CA,2015.0,4.0,Friday,Other,Other,1.0
395942N,0863237W,Fatal,S C Aerostar S A,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IN,2015.0,4.0,Friday,Other,Other,1.0
026357N,0815128W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,FL,2015.0,4.0,Friday,Other,Other,0.0
323138N,0861952W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,AL,2015.0,4.0,Saturday,Other,Other,0.0
345428N,1203056W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,CA,2015.0,4.0,Saturday,Other,Other,2.0
333538N,1122516W,Non-Fatal,Jabiru,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AZ,2015.0,4.0,Saturday,Other,Other,0.0
021194N,1575513W,Non-Fatal,Textron,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,HI,2015.0,4.0,Saturday,Other,Other,0.0
034303N,0833318W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,GA,2015.0,4.0,Saturday,Other,Other,0.0
382850N,0943628W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MO,2015.0,4.0,Sunday,Other,Other,0.0
403413N,0752918W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,PA,2015.0,4.0,Monday,Other,Other,0.0
401754N,0743114W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NJ,2015.0,4.0,Monday,Other,Other,0.0
363533N,0862837W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,TN,2015.0,4.0,Tuesday,Other,Other,1.0
402946N,0088525W,Fatal,Textron,2.0,Reciprocating,Personal,7.0,0.0,0.0,0.0,IL,2015.0,4.0,Tuesday,Other,Other,7.0
301434N,0924025W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,LA,2015.0,4.0,Tuesday,Other,Other,0.0
443538N,0114496W,Fatal,Textron,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,ID,2015.0,4.0,Friday,Other,Other,4.0
343551N,1172259W,Non-Fatal,Boeing,Unknown,Turbo Fan,Positioning,0.0,0.0,0.0,5.0,CA,2015.0,4.0,Friday,Other,Other,0.0
395830N,0813439W,Non-Fatal,Aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OH,2015.0,4.0,Saturday,Other,Other,0.0
354112N,0845321W,Non-Fatal,Aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TN,2015.0,4.0,Saturday,Other,Other,0.0
026126N,0801039W,Fatal,Piper,2.0,Turbo Prop,Personal,4.0,0.0,0.0,0.0,FL,2015.0,4.0,Sunday,Other,Other,4.0
254743N,0801724W,None,Boeing,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,FL,2015.0,4.0,Sunday,Other,Other,0.0
671247N,1512554W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,AK,2015.0,4.0,Monday,Other,Other,0.0
041321N,0722139W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,NY,2015.0,4.0,Monday,Other,Other,0.0
604226N,0148613W,Fatal,Textron,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,AK,2015.0,4.0,Tuesday,Other,Other,1.0
425516N,0783539W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NY,2015.0,4.0,Wednesday,Other,Other,0.0
282546N,0811832W,Non-Fatal,Dassault,3.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,15.0,FL,2015.0,4.0,Thursday,Other,Other,0.0
345326N,0082134W,Non-Fatal,Short Bros,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,SC,2015.0,4.0,Thursday,Other,Other,0.0
033621N,0883323W,Non-Fatal,Universal Stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MS,2015.0,4.0,Thursday,Other,Other,0.0
031100N,0944730W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,TX,2015.0,4.0,Friday,Other,Other,2.0
393133N,1074341W,Non-Fatal,Fairchild,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,CO,2015.0,4.0,Friday,Other,Other,0.0
274848N,0802944W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2015.0,4.0,Friday,Other,Other,0.0
462259N,1124537W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MT,2015.0,4.0,Friday,Other,Other,0.0
315119N,0893122W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,MS,2015.0,4.0,Saturday,Other,Other,1.0
403019N,1221722W,Fatal,Textron,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,CA,2015.0,4.0,Saturday,Other,Other,1.0
042270N,0915652W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IA,2015.0,4.0,Saturday,Other,Other,0.0
035103N,0086357W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,3.0,2.0,0.0,TN,2015.0,4.0,Saturday,Other,Other,3.0
283053N,0804757W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,FL,2015.0,4.0,Saturday,Other,Other,0.0
412425N,0743156W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NY,2015.0,4.0,Saturday,Other,Other,0.0
041320N,0711655W,Non-Fatal,Flight Design Gmbh,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,RI,2015.0,4.0,Saturday,Other,Other,0.0
413427N,0751521W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,PA,2015.0,4.0,Saturday,Other,Other,0.0
004768N,0122178W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WA,2015.0,4.0,Saturday,Other,Other,0.0
264358N,0815350W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,FL,2015.0,4.0,Sunday,Other,Other,0.0
595849N,1545022W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,AK,2015.0,4.0,Sunday,Other,Other,0.0
002699N,0814632W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2015.0,4.0,Sunday,Other,Other,0.0
275935N,0815921W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,FL,2015.0,4.0,Monday,Other,Other,0.0
433351N,1161331W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2015.0,4.0,Monday,Other,Other,0.0
036534N,0915410W,Non-Fatal,Arion Aircraft Llc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MO,2015.0,4.0,Tuesday,Other,Other,0.0
372139N,0851821W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,KY,2015.0,4.0,Tuesday,Other,Other,0.0
342256N,0825644W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,GA,2015.0,4.0,Wednesday,Other,Other,2.0
044132N,1225845W,Fatal,Piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,OR,2015.0,4.0,Wednesday,Other,Other,1.0
643041N,1652325W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2015.0,4.0,Thursday,Other,Other,0.0
302011N,0813052W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,FL,2015.0,4.0,Thursday,Other,Other,0.0
275741N,0824338W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,FL,2015.0,4.0,Friday,Other,Other,0.0
