Investigation.Type,Accident.Number,Event.Date,Location,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Day_Of_Week,State_Code,new_lats,new_longs,Year,Month,Large_Jets,Small_Jets,Major_Injuries
Accident,WPR13CA279,2013-06-20,"Cashmere, WA",473053N,0120295W,8S2,Cashmere-Dryden,Non-Fatal,Substantial,Piper,PA-18-150,No,1.0,Reciprocating,091,Personal,CHAMBERS RANDY E,0.0,1.0,0.0,0.0,VMC,Thursday,WA,47.514722222222225,-12.059722222222222,2013.0,6.0,Other,Other,1.0
Accident,ERA13CA298,2013-06-20,"East Aurora, NY",424542N,0782946W,5NK9,Treichler Farm,Non-Fatal,Substantial,Bellanca,7KCAB,No,1.0,Reciprocating,091,Personal,KING WILLIAM A,0.0,0.0,0.0,2.0,VMC,Thursday,NY,42.76166666666666,-78.4961111111111,2013.0,6.0,Other,Other,0.0
Accident,ERA13LA297,2013-06-21,"Pompano Beach, FL",026165N,0008071W,PMP,Pompano Beach Airpark,Non-Fatal,Substantial,Textron,G-36,No,1.0,Reciprocating,091,Personal,James E. Smith,0.0,1.0,0.0,0.0,VMC,Friday,FL,3.0347222222222223,-1.3530555555555555,2013.0,6.0,Other,Textron,1.0
Accident,CEN13FA364,2013-06-21,"Waterford, MI",042402N,0832444W,KPTK,Oakland County International,Fatal,Destroyed,Textron,172M,No,1.0,Reciprocating,091,Personal,"Flight 101, LLC",4.0,0.0,0.0,0.0,VMC,Friday,MI,4.400555555555556,-83.41222222222223,2013.0,6.0,Other,Textron,4.0
Accident,WPR13FA281,2013-06-22,"Idaho Falls, ID",433029N,0011248W,KIDA,Idaho Falls Regional Airport,Fatal,Substantial,Piper,PA-30,No,2.0,Reciprocating,091,Personal,SCHELL MARK,2.0,0.0,1.0,0.0,VMC,Saturday,ID,43.50805555555556,-1.2133333333333334,2013.0,6.0,Other,Other,2.0
Accident,WPR13CA282,2013-06-23,"Rawlins, WY",414820N,0107120W,RWL,Rawlins,Non-Fatal,Substantial,Textron,170B,No,1.0,Reciprocating,091,Personal,HOHMANN COURTNEY P,0.0,0.0,0.0,2.0,VMC,Sunday,WY,41.80555555555555,-11.18888888888889,2013.0,6.0,Other,Textron,0.0
Accident,CEN13LA368,2013-06-23,"Wolcott, CO",394820N,1064252W,,,Fatal,Substantial,Nanchang,CJ-6,No,1.0,Reciprocating,091,Personal,Pilot,2.0,0.0,0.0,0.0,VMC,Sunday,CO,39.80555555555555,-106.71444444444445,2013.0,6.0,Other,Other,2.0
Accident,WPR13LA283,2013-06-23,"Adrian, OR",043400N,1171538W,,,Fatal,Substantial,Extra,300/LT,No,1.0,Reciprocating,091,Personal,Edward Claugus,1.0,0.0,0.0,0.0,VMC,Sunday,OR,4.566666666666666,-117.26055555555556,2013.0,6.0,Other,Other,1.0
Accident,WPR13FA284,2013-06-23,"Boulder City, NV",035580N,0114530W,BVU,Boulder City,Fatal,Substantial,Textron,A45,No,1.0,Reciprocating,091,Personal,Jet Test and Transport LLC,2.0,0.0,0.0,0.0,VMC,Sunday,NV,3.9388888888888887,-11.758333333333333,2013.0,6.0,Other,Textron,2.0
Accident,WPR13LA286,2013-06-24,"San Diego, CA",324834N,0117814W,MYF,Montgomery Field Airport,Non-Fatal,Substantial,Textron,182T,No,1.0,Reciprocating,091,Other Work Use,KQM AVIATION,0.0,0.0,0.0,3.0,VMC,Monday,CA,32.809444444444445,-12.30388888888889,2013.0,6.0,Other,Textron,0.0
Accident,WPR13FA288,2013-06-24,"Helena, MT",464452N,0112011W,,,Fatal,Substantial,Textron,J35,No,1.0,Reciprocating,091,Personal,Brent E Vetter,1.0,0.0,0.0,0.0,VMC,Monday,MT,46.74777777777778,-11.336388888888889,2013.0,6.0,Other,Textron,1.0
Accident,WPR13FA289,2013-06-24,"San Luis Obispo, CA",035152N,1203957W,SBP,San Luis Obispo,Fatal,Destroyed,Textron,P337H,No,2.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Monday,CA,3.8644444444444446,-120.66583333333334,2013.0,6.0,Other,Textron,1.0
Accident,CEN13LA370,2013-06-25,"El Reno, OK",352822N,0098021W,RQO,El Reno Municipal,Non-Fatal,Substantial,Mooney,M20J,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Tuesday,OK,35.47277777777778,-10.339166666666667,2013.0,6.0,Other,Other,0.0
Accident,CEN13LA374,2013-06-25,"Ely, MN",475450N,0915240W,,Shagawa Lake,Non-Fatal,Substantial,Aviat,A-1B,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Tuesday,MN,47.913888888888884,-91.87777777777777,2013.0,6.0,Other,Other,0.0
Accident,ERA13CA305,2013-06-25,"Stevensville, MD",038553N,0762119W,3W3,Kentmorr Airpark,Non-Fatal,Substantial,Cirrus,SR22,No,1.0,Reciprocating,091,Personal,Antonio Quintans,0.0,0.0,0.0,2.0,VMC,Tuesday,MD,4.431388888888889,-76.35527777777777,2013.0,6.0,Other,Other,0.0
Accident,CEN13CA373,2013-06-26,"Wheeling, IL",042652N,0087545W,KPWK,Chicago Executive Airport,Non-Fatal,Substantial,Textron,200,No,2.0,Turbo Prop,091,Positioning,TENNAIR LLC,0.0,0.0,0.0,1.0,VMC,Wednesday,IL,4.447777777777778,-9.2625,2013.0,6.0,Other,Textron,0.0
Accident,WPR13FA294,2013-06-27,"Birdseye, UT",395426N,1113259W,U77,Spanish Fork-Springville,Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Other Work Use,IMSAR Aviation LLC,1.0,0.0,1.0,0.0,VMC,Thursday,UT,39.907222222222224,-111.54972222222221,2013.0,6.0,Other,Textron,1.0
Accident,CEN13LA380,2013-06-27,"Odessa, TX",315517N,1022314W,ODO,Odessa-Schlemeyer Field Airpor,Non-Fatal,Substantial,Diamond,DA 20-C1,No,1.0,Reciprocating,091,Personal,Flight Source Aviation,0.0,1.0,0.0,0.0,VMC,Thursday,TX,31.92138888888889,-102.38722222222223,2013.0,6.0,Other,Other,1.0
Accident,CEN13LA362,2013-06-28,"Eagle, CO",393828N,0106568W,EGE,EAGLE COUNTY RGNL,Non-Fatal,Substantial,Piper,PA-24-260,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,2.0,0.0,VMC,Friday,CO,39.64111111111111,-11.102222222222222,2013.0,6.0,Other,Other,0.0
Accident,WPR13FA296,2013-06-28,"Yellow Pine, ID",445442N,0115297W,3U2,Johnson Creek Airport,Fatal,Substantial,Piper,PA-22-135,No,1.0,Reciprocating,091,Personal,Christopher Jordan,1.0,0.0,3.0,0.0,VMC,Friday,ID,44.91166666666666,-11.893611111111111,2013.0,6.0,Other,Other,1.0
Accident,ANC13FA058,2013-06-28,"Cantwell, AK",631526N,0149152W,,,Fatal,Destroyed,Textron,95-B55,No,2.0,Reciprocating,091,Personal,Dale W. Hemman,3.0,0.0,0.0,0.0,IMC,Friday,AK,63.257222222222225,-15.53111111111111,2013.0,6.0,Other,Textron,3.0
Accident,WPR13LA299,2013-06-28,"Trout Lake, WA",004602N,1213129W,66WA,Trout Lake Airport,Non-Fatal,Substantial,Textron,172 - N,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,4.0,VMC,Friday,WA,0.7672222222222222,-121.52472222222222,2013.0,6.0,Other,Textron,0.0
Incident,CEN13IA387,2013-06-28,"Paragould, AR",036350N,0903033W,PGR,Kirk Field,Non-Fatal,Minor,Martin Charles A,ZENITH STOL CH 750,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Friday,AR,4.063888888888889,-90.50916666666667,2013.0,6.0,Other,Other,0.0
Accident,CEN13LA388,2013-06-28,"Hudson, CO",395958N,1043315W,,,Non-Fatal,Substantial,Mooney,M20K,No,1.0,Reciprocating,091,Personal,SLACK J EVAN,0.0,0.0,1.0,0.0,VMC,Friday,CO,39.99944444444444,-104.55416666666666,2013.0,6.0,Other,Other,0.0
Accident,ANC13LA059,2013-06-29,"Skwentna, AK",615828N,0151935W,,Yentna River Lodge Airstrip,Non-Fatal,Substantial,Textron,175,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Saturday,AK,61.974444444444444,-15.32638888888889,2013.0,6.0,Other,Textron,0.0
Accident,WPR13LA318,2013-06-29,"Newbury Park, CA",034852N,0119054W,,,Non-Fatal,Substantial,Chicco,QUICKSILVER SPORT II,No,1.0,Reciprocating,091,Personal,John R Schidel,0.0,0.0,2.0,0.0,VMC,Saturday,CA,3.8144444444444443,-12.515,2013.0,6.0,Other,Other,0.0
Accident,ERA13FA309,2013-06-30,"Ocean City, MD",038264N,0075226W,OXB,Ocean City Municipal,Fatal,Destroyed,Nanchang,CJ-6A,No,1.0,Reciprocating,091,Personal,Thomas J. Geoghegan,2.0,0.0,0.0,0.0,VMC,Sunday,MD,4.384444444444445,-7.87388888888889,2013.0,6.0,Other,Other,2.0
Accident,WPR13CA301,2013-06-30,"Fallbrook, CA",332115N,0117153W,L18,Fallbrook,Non-Fatal,Substantial,Textron,170B,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,CA,33.35416666666667,-12.198055555555555,2013.0,6.0,Other,Textron,0.0
Accident,CEN13LA381,2013-06-30,"Hot Springs, AR",342731N,0093756W,HOT,MEMORIAL FIELD,Non-Fatal,Substantial,Textron,C23,No,1.0,Reciprocating,091,Personal,SEYMOURS SUNDOWNERS LLC,0.0,0.0,0.0,2.0,VMC,Sunday,AR,34.45861111111111,-9.632222222222223,2013.0,6.0,Other,Textron,0.0
Accident,CEN13CA386,2013-06-30,"Climax Springs, MO",038659N,0093437W,MO99,Miller Airport,Non-Fatal,Substantial,Piper,PA-28-140,No,1.0,Reciprocating,091,Personal,Michael J. Magee,0.0,0.0,0.0,1.0,VMC,Sunday,MO,4.449722222222222,-9.576944444444445,2013.0,6.0,Other,Other,0.0
Accident,WPR13CA306,2013-06-30,"Elko, NV",404939N,1154730W,EKO,Elko Regional,Non-Fatal,Substantial,Maule,MX7-180A,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,NV,40.8275,-115.79166666666667,2013.0,6.0,Other,Other,0.0
Accident,ANC13CA060,2013-07-01,"Talkeetna, AK",621638N,1484747W,,,Non-Fatal,Substantial,Piper,PA-12,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,IMC,Monday,AK,62.27722222222222,-148.79638888888888,2013.0,7.0,Other,Other,0.0
Accident,CEN13CA399,2013-07-02,"Vernon, TX",034416N,0991513W,,Private dirt strip,Non-Fatal,Substantial,Textron,140,No,1.0,Reciprocating,091,Personal,AYDELOTT DONALD R,0.0,1.0,0.0,0.0,VMC,Tuesday,TX,3.7377777777777776,-99.25361111111111,2013.0,7.0,Other,Textron,1.0
Accident,ERA13CA315,2013-07-04,"Easton, PA",404419N,0751420W,N43,Braden Airpark,Non-Fatal,Substantial,Textron,A23-19,No,1.0,Reciprocating,091,Personal,ALIOSMAN BILUKBASH,0.0,1.0,0.0,0.0,VMC,Thursday,PA,40.73861111111111,-75.2388888888889,2013.0,7.0,Other,Textron,1.0
Accident,WPR13LA319,2013-07-04,"Phoenix, AZ",033187N,1113919W,IWA,Phoenix-Mesa Gateway Airport,Non-Fatal,Substantial,Textron,T210K,No,1.0,Reciprocating,091,Personal,NN9402M Aviation LLC,0.0,0.0,0.0,1.0,VMC,Thursday,AZ,3.540833333333333,-111.65527777777778,2013.0,7.0,Other,Textron,0.0
Accident,WPR13CA324,2013-07-04,"Canby, OR",451520N,0122393W,OR40,Dietz Airpark,Non-Fatal,Substantial,Boeing,A75N1(PT17),No,1.0,Reciprocating,091,Personal,HAGGBLOM ROBERT L,0.0,0.0,0.0,2.0,VMC,Thursday,OR,45.25555555555555,-12.409166666666666,2013.0,7.0,Boeing,Other,0.0
Accident,CEN13LA397,2013-07-05,"Nappanee, IN",413030N,0855748W,C03,Nappanee Municipal,Non-Fatal,Substantial,Piper,PA 46-350P,No,1.0,Reciprocating,091,Personal,Pilot,0.0,0.0,0.0,1.0,VMC,Friday,IN,41.50833333333333,-85.96333333333334,2013.0,7.0,Other,Other,0.0
Accident,ERA13CA316,2013-07-05,"Blairstown, NJ",405810N,0745930W,1N7,Blairstown Airport,Non-Fatal,Substantial,Piper,PA-28-140,No,1.0,Reciprocating,091,Personal,Craig Levine,0.0,2.0,0.0,0.0,VMC,Friday,NJ,40.96944444444445,-74.99166666666667,2013.0,7.0,Other,Other,2.0
Incident,OPS13IA071,2013-07-05,"Las Vegas, NV",036434N,1151012W,KLAS,Las Vegas McCarran Intl,Non-Fatal,Unknown,Gulfstream,GIV - UNDESIGNAT,No,Unknown,Unknown,091,Business,Unknown,0.0,0.0,0.0,0.0,VMC,Friday,NV,4.076111111111111,-115.17,2013.0,7.0,Other,Gulfstream,0.0
Accident,WPR13LA310,2013-07-06,"Las Vegas, NV",036429N,0011595W,LAS,McCarran International Airport,Non-Fatal,Substantial,Boeing,NA-265-65,No,2.0,Turbo Fan,091,Personal,Eseasa Contrucciones S.A. de C.V.,0.0,0.0,0.0,6.0,VMC,Saturday,NV,4.074722222222222,-1.2763888888888888,2013.0,7.0,Boeing,Other,0.0
Accident,DCA13MA120,2013-07-06,"San Francisco, CA",373648N,1222150W,SFO,San Francisco International,Fatal,Destroyed,Boeing,777-200ER,No,2.0,Turbo Fan,129,Unknown,Asiana Airlines,3.0,137.0,50.0,117.0,VMC,Saturday,CA,37.61333333333334,-122.36388888888888,2013.0,7.0,Boeing,Other,140.0
Accident,ANC13CA062,2013-07-06,"Kodiak, AK",575012N,0152220W,,,Non-Fatal,Substantial,Aeronca,11AC,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Saturday,AK,57.836666666666666,-15.372222222222224,2013.0,7.0,Other,Other,0.0
Accident,DCA13MA121,2013-07-07,"Soldotna, AK",602831N,0151237W,PASX,Soldotna Airport,Fatal,Destroyed,De Havilland,DHC-3,No,1.0,Turbo Prop,135,Unknown,REDISKE FAMILY LIMITED PARTNERSHIP,10.0,0.0,0.0,0.0,VMC,Sunday,AK,60.47527777777778,-15.210277777777778,2013.0,7.0,Other,Other,10.0
Accident,WPR13LA314,2013-07-07,"Groveland, CA",375143N,1201037W,E45,Pine Mountain Lake Airport,Non-Fatal,Substantial,Luy Wayman,LOCKWOOD AIRCAM,No,2.0,Reciprocating,091,Personal,MEROLLA RICHARD L,0.0,1.0,1.0,0.0,VMC,Sunday,CA,37.86194444444445,-120.17694444444444,2013.0,7.0,Other,Other,1.0
Accident,CEN13LA398,2013-07-07,"Sandwich, IL",413818N,0883840W,,,Non-Fatal,Substantial,Flight Design,CTLS,No,1.0,Reciprocating,091,Personal,Daniel E. Mayworm,0.0,2.0,0.0,0.0,VMC,Sunday,IL,41.638333333333335,-88.64444444444445,2013.0,7.0,Other,Other,2.0
Accident,WPR13LA322,2013-07-07,"Albany, OR",443816N,0123334W,S12,Albany Municipal Airport,Non-Fatal,Substantial,Piper,PA-28-235,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,OR,44.63777777777778,-12.559444444444445,2013.0,7.0,Other,Other,0.0
Accident,ERA13CA317,2013-07-08,"Bronston, KY",036595N,0843714W,08KY,Boss Airport,Non-Fatal,Substantial,Piper,PA-28-151,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Monday,KY,4.109722222222222,-84.62055555555555,2013.0,7.0,Other,Other,2.0
Accident,WPR13LA317,2013-07-09,"Hesperia, CA",342319N,1171831W,,,Non-Fatal,Substantial,Textron,182H,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Tuesday,CA,34.38861111111111,-117.3086111111111,2013.0,7.0,Other,Textron,0.0
Accident,WPR13LA320,2013-07-10,"Blackfoot, ID",043147N,0112191W,U02,MCCARLEY FLD,Non-Fatal,Substantial,Stinson,108-3,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,ID,4.529722222222222,-11.375277777777777,2013.0,7.0,Other,Other,0.0
Accident,WPR13LA321,2013-07-10,"Fallon, NV",392957N,1184456W,FLX,Fallon Municipal Airport,Non-Fatal,Substantial,Textron,A36,No,1.0,Reciprocating,135,Unknown,Dan Urquhart,0.0,4.0,0.0,0.0,VMC,Wednesday,NV,39.49916666666667,-118.74888888888889,2013.0,7.0,Other,Textron,4.0
Accident,CEN13LA408,2013-07-10,"Houston, TX",029594N,0952029W,IAH,George Bush Intercontinental,Non-Fatal,Substantial,Cirrus,SR22,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,TX,3.6094444444444442,-95.34138888888889,2013.0,7.0,Other,Other,0.0
Accident,DCA13CA128,2013-07-12,"Atlanta, GA",335436N,0084459W,,,Non-Fatal,Unknown,Boeing,777-232,No,2.0,Turbo Jet,121,Unknown,DELTA AIR LINES INC,0.0,0.0,1.0,278.0,VMC,Friday,GA,33.91,-8.749722222222221,2013.0,7.0,Boeing,Other,0.0
Accident,WPR13CA327,2013-07-12,"Everett, WA",475425N,1221653W,PAE,Snohomish County - Paine Field,Non-Fatal,Substantial,Stearman,C3-B,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Friday,WA,47.90694444444444,-122.28138888888888,2013.0,7.0,Other,Other,0.0
Accident,ANC13CA064,2013-07-13,"Kenai, AK",601659N,1522718W,none,,Non-Fatal,Substantial,Textron,A185F,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Saturday,AK,60.283055555555556,-152.45499999999998,2013.0,7.0,Other,Textron,0.0
Accident,ANC13LA065,2013-07-13,"Talkeetna, AK",062198N,0150658W,AK44,Talkeetna Village Strip,Non-Fatal,Substantial,Aeronca,15AC,No,1.0,Reciprocating,091,Personal,SCHWAB MAX CHARLES,0.0,0.0,0.0,1.0,VMC,Saturday,AK,6.377222222222222,-15.116111111111111,2013.0,7.0,Other,Other,0.0
Accident,WPR13CA325,2013-07-14,"Bozeman, MT",454639N,0011197W,BZM,Bozeman Yellowstone,Non-Fatal,Substantial,Boeing,E75,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,MT,45.777499999999996,-1.2102777777777778,2013.0,7.0,Boeing,Other,0.0
Accident,WPR13CA326,2013-07-14,"Cascade, ID",441751N,1153823W,ID86,Deadwood Dam Airstrip,Non-Fatal,Substantial,Textron,A185F,No,1.0,Reciprocating,091,Personal,LANGDON WILLIAM,0.0,0.0,0.0,1.0,VMC,Sunday,ID,44.2975,-115.63972222222223,2013.0,7.0,Other,Textron,0.0
Accident,CEN13CA411,2013-07-14,"Rose Hill, KS",373235N,0971017W,K50,Cook airfield,Non-Fatal,Substantial,Luscombe,8,No,1.0,Reciprocating,091,Personal,AESCHLIMAN ARLIE W,0.0,0.0,0.0,1.0,VMC,Sunday,KS,37.543055555555554,-97.1713888888889,2013.0,7.0,Other,Other,0.0
Accident,CEN13CA412,2013-07-14,"Hector, MN",444352N,0944253W,1D6,Hector Municipal Airport,Non-Fatal,Substantial,Universal Stinson,108-1,No,1.0,Reciprocating,091,Personal,Mark S Erickson,0.0,0.0,0.0,2.0,VMC,Sunday,MN,44.73111111111111,-94.71472222222222,2013.0,7.0,Other,Other,0.0
Accident,CEN13LA417,2013-07-16,"Mapleton, MN",043587N,0091545W,,,Non-Fatal,Substantial,Piper,PA-22-125,No,1.0,Reciprocating,091,Personal,MCCARTY MICHAEL H,0.0,0.0,0.0,2.0,VMC,Tuesday,MN,4.6075,-9.2625,2013.0,7.0,Other,Other,0.0
Accident,CEN13LA467,2013-07-16,"Dalton, OH",405217N,0815310W,,,Non-Fatal,Substantial,Christen Industries Inc,PITTS S-2B,No,1.0,Reciprocating,091,Personal,PITTSBIRD LLC,0.0,0.0,0.0,2.0,VMC,Tuesday,OH,40.87138888888889,-81.88611111111112,2013.0,7.0,Other,Other,0.0
Accident,CEN13CA419,2013-07-17,"Broomfield, CO",395432N,0010572W,KBJC,Rocky Mountain Regional,Non-Fatal,Substantial,Textron,162,No,1.0,Reciprocating,091,Personal,Vector Air LLC,0.0,2.0,0.0,0.0,VMC,Wednesday,CO,39.90888888888889,-1.1033333333333333,2013.0,7.0,Other,Textron,2.0
Accident,ERA13CA324,2013-07-17,"Woodruff, SC",344017N,0008203W,SC00,Triple Tree Airport,Non-Fatal,Substantial,Boeing,B75N1,No,1.0,Reciprocating,091,Personal,CUMULUS HOLDINGS LLC,0.0,2.0,0.0,0.0,VMC,Wednesday,SC,34.671388888888885,-1.3675,2013.0,7.0,Boeing,Other,2.0
Accident,ERA13LA327,2013-07-17,"Tuftonboro, NH",043277N,0713349W,,,Non-Fatal,Substantial,Univair Aircraft Corporation,108-1,No,1.0,Reciprocating,091,Personal,FAWCETT WALTER L,0.0,2.0,0.0,0.0,VMC,Wednesday,NH,4.554722222222222,-71.56361111111111,2013.0,7.0,Other,Other,2.0
Accident,CEN13LA421,2013-07-17,"Chicago, IL",415853N,0875424W,KORD,Chicago O'Hare International A,Non-Fatal,Substantial,Textron,208B,No,1.0,Turbo Prop,135,Unknown,MULTI-AERO INC,0.0,0.0,0.0,11.0,VMC,Wednesday,IL,41.981388888888894,-87.90666666666667,2013.0,7.0,Other,Textron,0.0
Accident,WPR13CA332,2013-07-17,"Santa Barbra, CA",342520N,1195017W,KSBA,Santa Barbra,Non-Fatal,Substantial,Textron,172S,No,1.0,Reciprocating,091,Personal,Royal Aviation,0.0,0.0,0.0,1.0,VMC,Wednesday,CA,34.42222222222222,-119.83805555555556,2013.0,7.0,Other,Textron,0.0
Accident,ERA13FA325,2013-07-18,"Laurel, MD",039521N,0764927W,W18,Suburban Airport,Non-Fatal,Substantial,Textron,23,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,0.0,VMC,Thursday,MD,4.589166666666666,-76.82416666666666,2013.0,7.0,Other,Textron,0.0
Accident,CEN13FA429,2013-07-19,"Holdrege, NE",040288N,0992252W,HDE,BREWSTER FIELD,Non-Fatal,Substantial,Piper,PA-28R-201T,No,1.0,Reciprocating,091,Personal,ALTITUDE LLC,0.0,0.0,0.0,1.0,VMC,Friday,NE,4.057777777777778,-99.38111111111111,2013.0,7.0,Other,Other,0.0
Accident,CEN13CA423,2013-07-20,"Augusta, KS",374033N,0096537W,20KS,Airpark Estates,Non-Fatal,Substantial,Textron,C23,No,1.0,Reciprocating,091,Personal,Harold Cooper,0.0,0.0,0.0,2.0,VMC,Saturday,KS,37.67583333333333,-10.093611111111112,2013.0,7.0,Other,Textron,0.0
Accident,ERA13LA331,2013-07-20,"Tupelo, MS",341637N,0884612W,TUP,Tupelo Regional Airport,Non-Fatal,Substantial,Textron,A36,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Saturday,MS,34.276944444444446,-88.77,2013.0,7.0,Other,Textron,1.0
Accident,ERA13LA328,2013-07-21,"Tappahannock, VA",375311N,0765246W,XSA,Tappahannock-Essex County,Non-Fatal,Substantial,Cirrus,SR22,No,1.0,Reciprocating,091,Personal,APPENDIX R SOLUTIONS INC,0.0,0.0,0.0,4.0,VMC,Sunday,VA,37.88638888888889,-76.87944444444443,2013.0,7.0,Other,Other,0.0
Accident,ANC13LA066,2013-07-21,"King Salmon, AK",584035N,1563855W,PAKN,King Salmon Airport,Non-Fatal,Substantial,Textron,T207A,No,1.0,Turbo Prop,135,Unknown,Katmai Air LLC,0.0,6.0,0.0,1.0,IMC,Sunday,AK,58.67638888888889,-156.6486111111111,2013.0,7.0,Other,Textron,6.0
Accident,ERA13FA330,2013-07-22,"Fredericksburg, VA",381558N,0772652W,EZF,Shannon Airport,Fatal,Substantial,Textron,172M,No,1.0,Reciprocating,091,Personal,"JLS Aviation, LLC",1.0,0.0,0.0,0.0,VMC,Monday,VA,38.26611111111111,-77.44777777777779,2013.0,7.0,Other,Textron,1.0
Accident,WPR13FA335,2013-07-22,"South Lake Tahoe, CA",385323N,1195926W,KTVL,South Lake Tahoe,Fatal,Substantial,Mooney,M20C,No,1.0,Reciprocating,091,Personal,LEFTON STEVEN A,1.0,0.0,1.0,0.0,VMC,Monday,CA,38.88972222222222,-119.99055555555556,2013.0,7.0,Other,Other,1.0
Accident,DCA13FA131,2013-07-22,"Flushing, NY",404638N,0735221W,LGA,LA GUARDIA,Non-Fatal,Substantial,Boeing,737 7H4,No,2.0,Turbo Fan,121,Unknown,SOUTHWEST AIRLINES CO,0.0,8.0,0.0,141.0,VMC,Monday,NY,40.77722222222222,-73.87249999999999,2013.0,7.0,Boeing,Other,8.0
Accident,ERA13LA347,2013-07-22,"Lexington, TN",353612N,0088223W,NONE,Private Airstrip,Non-Fatal,Substantial,Durfee Fred,QUICKSILVER MXL,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,0.0,VMC,Monday,TN,35.60333333333333,-9.373055555555556,2013.0,7.0,Other,Other,0.0
Accident,ANC13LA068,2013-07-24,"Thorne Bay, AK",554930N,0132536W,,,Non-Fatal,Substantial,De Havilland,BEAVER DHC 2,No,1.0,Reciprocating,135,Unknown,Promech Air LLC,0.0,0.0,3.0,1.0,VMC,Wednesday,AK,55.825,-13.426666666666666,2013.0,7.0,Other,Other,0.0
Accident,ANC13LA067,2013-07-24,"Anchorage, AK",611027N,1495953W,ANC,TED STEVENS ANCHORAGE INTL,Non-Fatal,Substantial,Textron,180A,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,AK,61.174166666666665,-149.99805555555554,2013.0,7.0,Other,Textron,0.0
Accident,CEN13CA435,2013-07-24,"Steamboat Springs, CO",403035N,1065135W,KSBS,Bob Adams Field,Non-Fatal,Substantial,Textron,182S,No,1.0,Reciprocating,091,Personal,Steamboat Springs Flying Club,0.0,0.0,0.0,1.0,VMC,Wednesday,CO,40.50972222222222,-106.85972222222222,2013.0,7.0,Other,Textron,0.0
Accident,CEN13FA432,2013-07-25,"Amarillo, TX",351126N,1014924E,TDW,Tradewind Airport,Fatal,Substantial,Piper,PA-30,No,2.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Thursday,TX,35.190555555555555,-101.82333333333332,2013.0,7.0,Other,Other,1.0
Accident,WPR13CA339,2013-07-25,"Challis, ID",443125N,0114135W,LLJ,Challis Airport,Non-Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,091,Personal,Frank O Blomquist,0.0,0.0,0.0,1.0,VMC,Thursday,ID,44.52361111111111,-11.693055555555556,2013.0,7.0,Other,Other,0.0
Accident,WPR13CA341,2013-07-25,"Pocatello, ID",425435N,1123545W,KPIH,Pocatello Regional Airport,Non-Fatal,Substantial,Textron,A185F,No,1.0,Reciprocating,091,Personal,MATHEWS NICHOLAS A,0.0,0.0,0.0,2.0,VMC,Thursday,ID,42.90972222222222,-112.59583333333333,2013.0,7.0,Other,Textron,0.0
Accident,CEN13CA452,2013-07-25,"Tell City, IN",003814N,0864119W,TEL,Perry County Municipal Airport,Non-Fatal,Substantial,Textron,172N,No,1.0,Reciprocating,091,Personal,Lawrence Keller,0.0,0.0,0.0,1.0,VMC,Thursday,IN,0.6372222222222222,-86.68861111111111,2013.0,7.0,Other,Textron,0.0
